# XviD 2pass stat file (core version 1.4.-127)
# Please do not modify this file

p 2 6 912 2 31258 1659
p 2 159 760 1 57035 2850
p 2 15 905 0 31720 1702
p 2 109 805 6 56467 2681
p 2 9 910 1 29230 1685
p 2 160 756 4 60312 2969
p 2 6 912 2 26874 1648
p 2 181 737 2 56451 2960
p 2 10 908 2 29299 1687
p 2 174 745 1 61265 3104
p 2 6 912 2 23148 1565
p 2 41 878 1 29747 1747
i 2 920 0 0 67675 5288
p 2 127 793 0 50153 2868
p 2 529 391 0 73707 4713
p 2 292 628 0 63189 3814
p 2 428 492 0 69785 4455
p 2 154 766 0 49263 3106
p 2 450 470 0 59733 4310
p 2 195 724 1 46433 3160
p 2 467 453 0 56288 4222
p 2 330 590 0 43675 3391
p 2 586 334 0 51102 4419
p 2 220 700 0 39647 3243
p 2 532 388 0 48917 4361
p 2 230 690 0 35615 3089
p 2 425 495 0 45524 4074
p 2 374 546 0 40511 3761
p 2 434 486 0 42329 3998
p 2 258 662 0 35914 3439
p 2 320 600 0 43595 3857
p 2 352 568 0 36717 3611
p 2 512 408 0 41202 4116
p 2 365 555 0 36153 3638
p 2 314 606 0 37188 3677
p 2 248 672 0 34765 3478
p 2 375 544 1 36014 3742
p 2 263 657 0 33436 3376
p 2 398 522 0 38826 3811
p 2 304 616 0 37583 3609
p 2 508 412 0 39100 4019
p 2 314 603 3 33961 3526
p 2 460 459 1 39753 3938
p 2 356 564 0 36469 3594
p 2 454 466 0 38735 3978
p 2 441 479 0 38681 3802
i 2 920 0 0 35832 3988
p 2 349 571 0 37543 3732
p 2 421 499 0 41280 3993
p 2 259 661 0 35632 3368
p 2 449 471 0 36772 3920
p 2 275 645 0 34286 3430
p 2 434 486 0 41091 4057
p 2 290 630 0 37037 3456
i 2 920 0 0 29790 4276
p 2 521 399 0 41723 4457
p 2 170 750 0 24350 2883
p 2 397 523 0 36707 3932
p 2 156 762 2 28291 3109
p 2 105 815 0 20345 2634
p 2 660 260 0 31033 4128
p 2 27 893 0 15179 2027
p 2 77 843 0 15649 2282
p 2 435 485 0 28797 3768
p 2 13 904 3 13454 1915
p 2 11 904 5 12990 1876
p 2 260 660 0 29918 3606
p 2 5 915 0 14064 1979
i 2 920 0 0 35462 4293
p 2 70 850 0 18929 2178
p 2 454 466 0 43752 4228
p 2 62 858 0 20627 2321
p 2 429 491 0 45325 4226
p 2 123 797 0 22242 2590
p 2 390 530 0 44472 4025
p 2 135 785 0 21864 2750
p 2 275 645 0 38680 3775
p 2 110 808 2 18909 2650
p 2 270 650 0 40114 3688
p 2 113 807 0 20030 2690
p 2 264 656 0 39586 3678
p 2 88 831 1 19644 2634
p 2 330 590 0 39365 3797
p 2 121 797 2 17419 2652
p 2 195 725 0 37575 3475
p 2 72 847 1 16779 2461
p 2 200 720 0 38161 3403
p 2 117 803 0 17672 2524
p 2 107 811 2 14921 2424
p 2 195 725 0 38525 3566
p 2 42 877 1 14241 2280
p 2 40 879 1 13320 2307
p 2 166 754 0 31831 3348
p 2 57 863 0 13432 2446
p 2 47 872 1 11901 2324
p 2 106 814 0 28464 2989
p 2 30 888 2 11061 2163
p 2 74 846 0 25913 2720
p 2 33 885 2 9663 2102
p 2 67 852 1 27206 2810
p 2 16 903 1 8137 1937
p 2 88 832 0 24575 2670
p 2 15 891 14 8061 1943
p 2 0 907 13 6573 1729
p 2 63 857 0 25924 2598
p 2 3 903 14 5571 1635
p 2 2 882 36 4676 1517
p 2 15 902 3 21884 2040
p 2 0 870 50 3901 1364
p 2 0 863 57 3119 1199
p 2 15 898 7 20569 1868
i 2 920 0 0 14276 3778
p 2 306 614 0 21323 3665
p 2 117 803 0 25676 3161
p 2 93 827 0 31514 3017
p 2 106 814 0 40042 3114
p 2 62 858 0 29238 2627
p 2 93 822 5 31967 2517
p 2 0 896 24 13713 1378
p 2 95 791 34 31843 2445
p 2 0 877 43 13763 1365
p 2 112 757 51 31912 2474
p 2 0 846 74 13289 1312
p 2 104 737 79 30458 2340
p 2 0 820 100 12525 1299
p 2 75 732 113 28124 2055
p 2 0 776 144 13049 1244
p 2 70 736 114 26956 2030
p 2 0 767 153 11982 1202
p 2 101 692 127 28321 2211
p 2 0 755 165 10637 1153
p 2 92 723 105 30817 2317
p 2 0 755 165 9604 1144
p 2 119 676 125 30779 2373
p 2 0 748 172 9578 1154
p 2 119 660 141 29268 2316
p 2 0 690 230 9149 1064
p 2 114 663 143 29462 2346
p 2 0 725 195 9139 1093
p 2 125 635 160 29857 2359
p 2 0 693 227 9481 1066
p 2 103 651 166 28895 2294
p 2 0 705 215 8634 1057
p 2 71 660 189 26633 1987
p 2 0 667 253 9583 1042
p 2 62 657 201 25083 1861
p 2 0 656 264 8689 1009
p 2 109 607 204 26534 2139
p 2 0 652 268 7839 996
p 2 99 640 181 29380 2232
p 2 0 680 240 7367 1020
p 2 130 588 202 29673 2334
p 2 0 668 252 7192 1010
p 2 117 608 195 28375 2243
p 2 0 623 297 7071 944
p 2 121 599 200 28625 2295
p 2 0 600 320 7422 932
p 2 138 588 194 28667 2356
p 2 0 663 257 7996 1025
p 2 114 599 207 28025 2235
p 2 0 587 333 7457 953
p 2 61 658 201 25905 1918
p 2 0 616 304 8389 975
p 2 65 607 248 23964 1807
p 2 0 611 309 7855 957
p 2 100 613 207 26240 2093
p 2 0 618 302 7044 943
p 2 104 610 206 28892 2224
p 2 0 617 303 6647 942
p 2 129 601 190 29684 2319
p 2 0 619 301 6751 939
p 2 106 601 213 28455 2210
p 2 0 586 334 6882 912
p 2 118 577 225 28481 2232
p 2 0 636 284 7362 976
p 2 131 585 204 28826 2317
p 2 0 656 264 7931 999
p 2 117 610 193 28410 2275
p 2 0 630 290 7668 971
p 2 68 657 195 26205 1962
p 2 0 643 277 9085 1006
p 2 64 625 231 24760 1857
p 2 0 649 271 9515 1023
i 2 920 0 0 67824 4823
p 2 136 509 275 36797 2279
p 2 76 544 300 36506 2068
p 2 83 527 310 36132 2093
p 2 75 543 302 36678 2087
p 2 92 519 309 36522 2144
p 2 79 542 299 36803 2111
p 2 85 534 301 35909 2101
p 2 85 527 308 37099 2147
p 2 100 525 295 37633 2202
p 2 87 537 296 37407 2171
p 2 90 519 311 37296 2154
p 2 59 562 299 36566 2061
p 2 84 540 296 36622 2147
p 2 83 528 309 36004 2042
p 2 73 540 307 35889 2015
p 2 78 539 303 35109 2048
p 2 77 537 306 35374 2053
p 2 102 521 297 35747 2195
p 2 91 528 301 35660 2132
p 2 105 517 298 35570 2163
p 2 95 527 298 36178 2139
p 2 89 529 302 35926 2161
p 2 115 496 309 35542 2288
p 2 95 529 296 36044 2219
p 2 78 544 298 36451 2143
p 2 92 524 304 36804 2159
p 2 85 536 299 36539 2141
p 2 78 536 306 36918 2095
p 2 114 496 310 36161 2184
p 2 63 553 304 35460 2032
p 2 73 536 311 34546 2015
p 2 66 546 308 33973 1982
p 2 101 512 307 34675 2150
p 2 76 534 310 34703 2058
p 2 75 536 309 34226 2035
p 2 72 537 311 34593 2045
p 2 139 765 16 67414 3248
p 2 97 725 98 37781 2482
p 2 105 792 23 62910 3007
p 2 74 762 84 37906 2354
p 2 82 637 201 37117 2230
p 2 117 779 24 62204 3020
p 2 93 742 85 36645 2443
p 2 137 760 23 64659 3188
p 2 83 744 93 37418 2423
p 2 153 745 22 70493 3299
p 2 87 741 92 39553 2387
p 2 103 695 122 38908 2444
p 2 138 761 21 68760 3200
p 2 69 764 87 39208 2340
p 2 82 627 211 38520 2275
p 2 123 776 21 71637 3205
p 2 83 759 78 41356 2425
p 2 94 807 19 66064 3017
p 2 79 765 76 40705 2446
p 2 100 618 202 38930 2376
p 2 127 772 21 62985 3091
p 2 88 764 68 38260 2483
p 2 93 701 126 37522 2426
p 2 76 828 16 62650 2883
p 2 93 769 58 39891 2540
p 2 84 637 199 39389 2377
p 2 76 825 19 65325 2956
p 2 86 749 85 40897 2464
p 2 82 633 205 40894 2344
p 2 134 764 22 67214 3198
p 2 96 743 81 43173 2528
p 2 107 663 150 41481 2507
p 2 106 793 21 66800 3080
p 2 90 752 78 41548 2521
p 2 91 627 202 39653 2409
p 2 112 786 22 65165 3071
p 2 68 773 79 40062 2469
p 2 89 687 144 39085 2390
p 2 117 783 20 65600 3063
p 2 82 761 77 40055 2501
p 2 79 628 213 38566 2289
p 2 93 806 21 63510 2967
p 2 98 757 65 40119 2534
p 2 81 674 165 39297 2322
p 2 107 792 21 64343 3036
p 2 71 768 81 39831 2404
p 2 88 635 197 38857 2388
p 2 144 756 20 72097 3364
p 2 106 726 88 40660 2561
p 2 81 671 168 39905 2362
p 2 99 800 21 65715 3027
p 2 75 764 81 41278 2419
p 2 98 618 204 40181 2403
p 2 107 795 18 65233 3001
p 2 80 767 73 39771 2478
p 2 58 695 167 39588 2257
p 2 101 798 21 63020 2968
p 2 93 749 78 40710 2549
p 2 88 637 195 38945 2349
p 2 82 817 21 63757 2859
p 2 73 781 66 39325 2411
p 2 89 672 159 38641 2378
p 2 139 761 20 69475 3288
p 2 93 739 88 41230 2435
p 2 75 636 209 40317 2257
p 2 154 747 19 70853 3329
p 2 101 737 82 40327 2498
p 2 80 624 216 38463 2302
p 2 95 805 20 63713 2993
p 2 64 782 74 39517 2348
p 2 108 619 193 38699 2368
p 2 117 779 24 64055 3050
p 2 90 732 98 37761 2423
p 2 75 627 218 37058 2269
i 2 920 0 0 29022 4062
p 2 0 865 55 7566 1220
p 2 0 869 51 8882 1232
p 2 0 889 31 9090 1265
p 2 0 867 53 8735 1222
p 2 0 878 42 8935 1262
p 2 22 838 60 12936 1417
p 2 0 896 24 9489 1299
p 2 0 890 30 9516 1287
p 2 1 904 15 11339 1382
p 2 0 891 29 9308 1299
p 2 6 881 33 9929 1372
p 2 0 870 50 8812 1269
p 2 20 873 27 12701 1467
p 2 0 878 42 9450 1282
p 2 0 883 37 11476 1381
p 2 0 873 47 9351 1278
p 2 0 867 53 9440 1270
p 2 2 865 53 12072 1347
p 2 0 885 35 9484 1297
p 2 0 875 45 9503 1273
p 2 2 878 40 11424 1369
p 2 0 887 33 9462 1291
p 2 0 885 35 9483 1277
p 2 2 883 35 12175 1370
p 2 0 872 48 9578 1293
p 2 0 895 25 9579 1302
p 2 0 878 42 11473 1353
p 2 0 888 32 9561 1283
p 2 0 896 24 9701 1304
p 2 6 890 24 10234 1355
p 2 0 894 26 9188 1284
p 2 0 883 37 9071 1260
p 2 13 865 42 12330 1375
p 2 0 881 39 9748 1288
p 2 0 889 31 9734 1286
p 2 0 867 53 12600 1355
p 2 0 896 24 10103 1326
p 2 0 877 43 10040 1274
p 2 13 877 30 10861 1427
p 2 0 875 45 9628 1272
p 2 0 871 49 9625 1269
p 2 21 841 58 13374 1413
p 2 0 886 34 10245 1327
p 2 0 873 47 10136 1280
p 2 1 891 28 12050 1386
p 2 0 889 31 10111 1305
p 2 0 891 29 9821 1304
p 2 2 889 29 12911 1393
p 2 0 892 28 10087 1289
p 2 0 887 33 10002 1285
p 2 1 897 22 12206 1395
p 2 0 890 30 10134 1295
p 2 0 857 63 10197 1292
p 2 1 867 52 12955 1366
p 2 0 901 19 10401 1318
p 2 0 866 54 10255 1276
p 2 2 880 38 12087 1383
p 2 0 889 31 10253 1289
p 2 0 869 51 10175 1283
p 2 1 894 25 12859 1373
p 2 0 891 29 10513 1327
p 2 11 869 40 11014 1404
p 2 0 892 28 10069 1309
p 2 0 878 42 10068 1300
p 2 10 870 40 13256 1411
p 2 0 891 29 10184 1296
p 2 1 891 28 13287 1406
p 2 0 884 36 10502 1302
p 2 0 886 34 10639 1311
p 2 1 878 41 12654 1365
p 2 0 897 23 10623 1317
p 2 0 890 30 13564 1396
p 2 0 895 25 10794 1320
p 2 0 874 46 10945 1297
p 2 2 873 45 12817 1385
p 2 0 865 55 10716 1285
p 2 0 874 46 10987 1303
p 2 1 872 47 13530 1382
p 2 0 874 46 11156 1320
p 2 0 874 46 11218 1299
p 2 1 887 32 13175 1399
p 2 0 884 36 11056 1295
p 2 0 868 52 11137 1298
p 2 3 890 27 13833 1411
p 2 0 891 29 11194 1322
p 2 0 883 37 11274 1312
p 2 0 893 27 13510 1394
p 2 0 889 31 11168 1316
p 2 0 873 47 11496 1320
p 2 6 861 53 11825 1376
p 2 0 870 50 10941 1337
p 2 0 869 51 10929 1282
p 2 0 858 62 10867 1303
p 2 0 863 57 10940 1285
p 2 0 853 67 11007 1283
p 2 24 867 29 19780 1668
p 2 0 875 45 10598 1334
p 2 2 879 39 17728 1554
p 2 0 876 44 10601 1339
p 2 3 897 20 18011 1539
p 2 0 869 51 10502 1317
p 2 7 883 30 17159 1572
p 2 0 894 26 9967 1339
p 2 0 880 40 10675 1315
p 2 6 857 57 13480 1403
p 2 0 873 47 11094 1318
p 2 3 878 39 13281 1417
p 2 0 852 68 11020 1307
p 2 0 899 21 11352 1368
p 2 0 877 43 12629 1372
p 2 0 890 30 11049 1360
p 2 0 886 34 11121 1324
p 2 2 883 35 12977 1402
p 2 0 882 38 11251 1331
p 2 0 881 39 11448 1332
p 2 0 890 30 12628 1389
p 2 0 904 16 11268 1352
p 2 0 890 30 11520 1338
p 2 3 883 34 13396 1407
p 2 0 892 28 11355 1335
p 2 0 882 38 11788 1346
p 2 5 873 42 12561 1392
p 2 0 874 46 11373 1341
p 2 0 893 27 11330 1318
p 2 8 876 36 14142 1419
p 2 0 877 43 11566 1308
p 2 0 871 49 11844 1327
p 2 1 871 48 13666 1378
p 2 0 870 50 11788 1336
p 2 0 887 33 11666 1344
p 2 0 876 44 13212 1392
p 2 0 858 62 11627 1317
p 2 0 862 58 11862 1329
p 2 3 861 56 13566 1379
p 2 0 876 44 11703 1345
p 2 0 865 55 11672 1347
p 2 0 891 29 12782 1407
p 2 0 868 52 11480 1334
p 2 0 883 37 11571 1354
p 2 3 882 35 13306 1426
p 2 0 885 35 11639 1377
p 2 0 893 27 11472 1360
p 2 0 885 35 12675 1402
p 2 0 869 51 11251 1342
p 2 0 848 72 11416 1343
p 2 2 885 33 13395 1425
p 2 0 875 45 11577 1355
p 2 0 871 49 11512 1341
p 2 6 883 31 12336 1449
p 2 0 862 58 11143 1333
p 2 0 878 42 11098 1328
p 2 7 866 47 13900 1399
p 2 0 885 35 11393 1356
p 2 2 888 30 13510 1434
p 2 0 879 41 11556 1344
p 2 0 881 39 11555 1350
p 2 0 894 26 12854 1390
p 2 0 867 53 11329 1330
p 2 3 887 30 12021 1384
p 2 0 875 45 11005 1314
p 2 0 872 48 11052 1317
p 2 0 885 35 11148 1329
p 2 0 871 49 10953 1301
p 2 0 870 50 11141 1316
p 2 0 864 56 11098 1310
p 2 0 880 40 10977 1301
i 2 920 0 0 34857 4423
p 2 0 375 545 721 566
p 2 0 360 560 797 542
p 2 0 220 700 483 392
p 2 0 226 694 554 388
p 2 0 152 768 392 324
p 2 1 118 801 735 299
p 2 0 76 844 280 247
p 2 0 122 798 438 295
p 2 0 121 799 618 294
p 2 0 76 844 387 249
p 2 0 62 858 277 236
p 2 0 91 829 667 260
p 2 0 106 814 356 276
p 2 0 94 826 404 265
p 2 0 74 846 555 251
p 2 0 82 838 512 258
p 2 0 83 837 288 254
p 2 0 63 857 363 235
p 2 0 75 845 596 250
p 2 0 71 849 372 241
p 2 0 44 876 522 221
p 2 0 49 871 352 224
p 2 0 47 873 255 220
p 2 0 70 850 634 246
p 2 0 52 868 265 226
p 2 0 44 876 346 217
p 2 0 46 874 521 220
p 2 0 64 856 370 237
p 2 0 42 878 239 214
p 2 0 47 873 457 225
p 2 0 44 876 240 214
p 2 0 51 869 347 223
p 2 0 30 890 232 205
p 2 0 41 879 325 211
p 2 0 39 881 231 211
p 2 0 40 880 320 211
p 2 0 34 886 233 208
p 2 0 47 873 335 221
p 2 0 55 865 256 226
p 2 0 46 874 339 220
p 2 0 34 886 229 208
p 2 0 62 858 344 231
p 2 0 45 875 245 217
p 2 0 46 874 325 220
i 2 920 0 0 35858 4359
p 2 0 492 428 1364 717
p 2 0 496 424 2144 729
p 2 15 666 239 22889 1565
p 2 0 516 404 2113 744
p 2 0 439 481 2504 679
p 2 17 620 283 22192 1557
p 2 0 503 417 2219 741
p 2 0 427 493 2544 680
p 2 17 608 295 24425 1524
p 2 0 485 435 2185 734
p 2 0 438 482 2550 680
p 2 19 599 302 24530 1520
p 2 0 488 432 2244 740
p 2 0 480 440 2673 730
p 2 1 378 541 2961 639
p 2 0 288 632 1394 498
p 2 0 343 577 2066 571
p 2 2 400 518 3001 658
p 2 0 305 615 1389 513
p 2 0 324 596 2053 548
p 2 0 335 585 2871 576
p 2 0 258 662 1314 468
p 2 0 280 640 1937 499
p 2 1 330 589 2875 583
p 2 0 261 659 1349 473
p 2 0 211 709 1744 438
p 2 2 238 680 2679 494
p 2 0 232 688 1205 430
p 2 0 268 652 1849 474
p 2 3 224 693 2659 493
p 2 0 254 666 1309 462
p 2 0 248 672 1897 471
p 2 9 209 702 2544 505
p 2 0 220 700 1262 429
p 2 0 245 675 1870 480
p 2 6 208 706 2542 478
p 2 0 209 711 1239 426
p 2 0 224 696 1835 453
p 2 12 191 717 2520 482
p 2 0 173 747 1178 389
p 2 0 217 703 1827 440
p 2 5 202 713 2350 467
p 2 0 194 726 1222 408
p 2 0 191 729 1695 420
p 2 2 184 734 2410 442
p 2 0 218 702 1226 429
p 2 0 920 0 5814 1320
p 2 34 744 142 22024 1672
p 2 0 580 340 2238 820
p 2 0 511 409 2644 747
p 2 17 648 255 20563 1487
p 2 0 506 414 2046 733
p 2 0 494 426 2727 731
p 2 19 584 317 20284 1383
p 2 0 501 419 2127 733
p 2 0 483 437 2758 730
p 2 2 559 359 15850 1174
p 2 0 467 453 2107 700
p 2 0 456 464 2683 697
p 2 1 553 366 13721 1044
p 2 0 446 474 2081 678
p 2 0 416 504 2602 661
p 2 0 528 392 13287 995
p 2 0 430 490 2079 666
p 2 0 440 480 2400 670
p 2 0 371 549 1917 578
p 2 0 317 603 1500 522
p 2 0 263 657 1917 491
p 2 0 302 618 1804 517
p 2 0 287 633 1447 500
p 2 0 296 624 2033 527
p 2 0 266 654 1641 474
p 2 0 232 688 1276 435
p 2 0 227 693 1787 456
p 2 0 251 669 1645 466
p 2 0 226 694 1334 443
p 2 0 276 644 1960 502
p 2 0 223 697 1565 437
p 2 0 239 681 1359 449
p 2 0 267 653 1891 493
p 2 0 257 663 1581 468
p 2 0 230 690 1329 440
p 2 0 216 704 1829 450
p 2 0 187 733 1411 403
p 2 0 166 754 1202 382
p 2 38 225 657 3603 703
p 2 0 251 669 1949 500
i 2 920 0 0 28491 4233
p 2 8 912 0 12973 1779
p 2 373 547 0 21043 3594
p 2 22 898 0 11513 2027
p 2 423 497 0 20813 3787
p 2 12 908 0 12059 2108
p 2 367 553 0 26271 3881
p 2 19 901 0 15873 2297
p 2 282 638 0 23436 3604
p 2 38 882 0 16463 2480
p 2 219 701 0 23046 3384
p 2 67 853 0 16848 2628
p 2 248 672 0 24543 3538
p 2 29 891 0 18567 2567
p 2 345 575 0 28271 3891
p 2 53 867 0 19733 2562
p 2 311 609 0 28000 3895
p 2 81 839 0 23520 2894
p 2 60 860 0 20210 2590
p 2 400 520 0 36412 4048
p 2 33 887 0 18863 2253
p 2 287 633 0 34933 3779
p 2 38 882 0 26791 2534
i 2 920 0 0 23924 4279
p 2 22 898 0 15389 2150
p 2 466 454 0 38371 4208
p 2 25 895 0 26008 2285
p 2 333 587 0 26260 3434
p 2 12 908 0 16698 2041
p 2 534 386 0 22885 4057
p 2 7 912 1 12136 2049
i 2 920 0 0 12256 3599
p 2 14 904 2 11134 2402
p 2 92 828 0 12814 2842
p 2 8 912 0 12053 2445
i 2 920 0 0 36121 4475
p 2 16 904 0 21890 2065
i 2 920 0 0 20032 3906
p 2 13 907 0 13890 2211
i 2 920 0 0 36286 4381
p 2 18 902 0 21259 1994
p 2 322 598 0 33588 3774
p 2 34 886 0 20713 2228
p 2 687 233 0 35939 4741
p 2 479 441 0 49611 4537
p 2 536 384 0 36791 4564
p 2 413 507 0 35420 4347
p 2 387 533 0 42809 4304
p 2 289 631 0 45672 3962
p 2 314 606 0 60057 4052
p 2 356 564 0 62162 4101
p 2 550 370 0 45208 4499
p 2 299 621 0 41397 3755
p 2 440 480 0 53421 4392
p 2 411 509 0 58838 4215
p 2 426 494 0 56927 4361
p 2 378 542 0 54537 4165
p 2 357 563 0 58708 4122
p 2 371 549 0 63209 4270
p 2 432 488 0 66859 4374
p 2 276 644 0 61734 3865
p 2 425 495 0 66919 4343
p 2 389 531 0 61843 4067
p 2 384 536 0 69914 4263
p 2 346 574 0 64933 4005
p 2 450 470 0 78024 4473
p 2 404 516 0 63839 4157
p 2 423 497 0 70014 4374
p 2 362 558 0 68452 4098
p 2 419 501 0 76035 4337
p 2 363 557 0 67566 3965
p 2 375 545 0 77366 4163
p 2 396 524 0 68418 4193
p 2 436 484 0 78608 4438
p 2 350 570 0 67061 3941
p 2 429 491 0 73357 4334
p 2 415 505 0 70665 4232
p 2 420 500 0 77977 4367
p 2 405 515 0 63746 4047
p 2 403 517 0 75917 4250
p 2 370 550 0 66015 4067
p 2 459 460 1 69474 4307
p 2 528 392 0 72436 4554
p 2 449 471 0 78408 4442
p 2 428 492 0 66584 4150
p 2 455 465 0 70655 4408
p 2 346 574 0 65461 3985
p 2 397 523 0 72981 4297
p 2 326 594 0 66277 4028
p 2 475 445 0 77676 4537
p 2 419 501 0 70872 4325
p 2 409 511 0 74247 4311
p 2 323 597 0 64982 3924
p 2 423 497 0 70034 4337
p 2 405 515 0 68114 4231
p 2 391 529 0 72020 4263
p 2 381 539 0 69950 4162
p 2 441 479 0 72331 4331
p 2 386 534 0 66185 4103
p 2 411 509 0 73743 4280
p 2 355 565 0 65920 3943
p 2 448 472 0 76838 4399
p 2 367 553 0 67359 4014
i 2 920 0 0 65118 4897
p 2 445 475 0 70909 4357
p 2 405 515 0 76544 4310
p 2 370 550 0 70155 4110
p 2 438 482 0 74870 4437
p 2 436 484 0 72651 4239
p 2 384 536 0 83316 4268
p 2 438 482 0 68507 4243
p 2 419 501 0 77420 4358
p 2 408 512 0 64689 4109
p 2 508 412 0 77615 4614
p 2 729 191 0 23387 3999
p 2 298 622 0 19565 3366
p 2 385 535 0 21383 3360
p 2 282 638 0 28964 3319
p 2 334 586 0 22804 3417
p 2 412 508 0 24389 3502
p 2 479 441 0 24947 3511
p 2 396 524 0 28811 3355
p 2 275 645 0 20306 2971
p 2 480 440 0 28449 3400
p 2 208 712 0 19729 2940
p 2 201 719 0 22945 3056
p 2 175 745 0 18052 2874
p 2 274 646 0 19012 3048
p 2 493 427 0 19541 3554
p 2 461 459 0 19819 3451
p 2 244 675 1 24136 3206
p 2 303 617 0 19995 3224
p 2 281 639 0 20175 3347
p 2 376 544 0 18941 3409
p 2 364 556 0 19496 3437
p 2 409 511 0 24842 3482
i 2 920 0 0 14707 3641
p 2 335 585 0 25189 3101
p 2 311 609 0 32681 3398
p 2 322 598 0 24871 3203
p 2 343 577 0 28051 3372
p 2 455 465 0 21980 3389
p 2 452 468 0 25884 3580
p 2 223 697 0 16666 2864
p 2 357 563 0 22622 3433
p 2 509 411 0 18738 3483
p 2 376 544 0 21224 3479
p 2 269 651 0 17684 3177
p 2 302 618 0 25933 3422
p 2 341 579 0 23064 3181
p 2 289 631 0 28267 3331
p 2 314 606 0 24790 3294
p 2 295 625 0 28664 3343
p 2 439 481 0 27739 3538
p 2 231 689 0 23421 3124
p 2 505 415 0 22415 3513
p 2 367 553 0 29121 3499
p 2 469 451 0 21748 3380
p 2 424 496 0 26257 3499
p 2 250 670 0 21734 3101
p 2 355 565 0 27194 3348
p 2 342 578 0 21304 3238
p 2 281 639 0 22185 3320
p 2 351 569 0 13530 3047
p 2 466 454 0 21479 3522
i 2 920 0 0 25316 3806
p 2 461 459 0 26917 3616
p 2 430 490 0 19577 3342
p 2 336 582 2 30657 3412
p 2 487 433 0 26736 3564
p 2 383 537 0 24528 3547
p 2 140 780 0 16262 2801
p 2 456 464 0 22795 3505
p 2 329 591 0 28546 3327
p 2 296 624 0 31585 3307
p 2 270 650 0 24168 3141
p 2 277 643 0 29534 3228
p 2 440 480 0 25438 3496
p 2 230 690 0 27064 3143
p 2 313 607 0 23413 3190
p 2 343 577 0 30922 3363
p 2 328 592 0 21890 3158
p 2 502 418 0 29268 3506
p 2 431 489 0 22255 3246
p 2 333 587 0 31473 3288
p 2 573 347 0 27079 3713
p 2 428 492 0 32998 3694
p 2 298 622 0 22356 3138
p 2 266 654 0 22564 3353
p 2 338 582 0 22254 3267
p 2 338 582 0 20670 3460
p 2 250 670 0 17714 3047
p 2 414 506 0 23055 3431
p 2 445 475 0 25527 3328
p 2 301 619 0 25471 3219
p 2 331 589 0 20403 3172
p 2 258 662 0 23328 3134
p 2 324 596 0 26043 3223
i 2 920 0 0 25777 3821
p 2 107 813 0 15278 2539
p 2 185 734 1 25121 2919
p 2 362 558 0 21924 3088
p 2 357 563 0 26928 3411
p 2 375 545 0 24852 3320
i 2 920 0 0 22697 3656
p 2 717 203 0 26821 3870
p 2 293 627 0 28046 3195
p 2 542 378 0 23870 3600
p 2 443 477 0 28630 3524
p 2 394 526 0 25189 3296
p 2 315 605 0 31871 3284
p 2 253 667 0 18165 2913
p 2 461 459 0 29161 3400
p 2 366 554 0 20303 3130
i 2 920 0 0 23319 3658
p 2 517 403 0 24436 3628
p 2 359 561 0 26000 3466
p 2 265 655 0 24778 3205
i 2 920 0 0 2664 2645
p 2 0 1 919 178 178
p 2 0 27 893 194 194
p 2 0 0 920 177 177
p 2 276 176 468 3848 1458
p 2 180 498 242 6643 1793
p 2 133 566 221 8442 1799
p 2 79 621 220 9427 1739
p 2 64 670 186 10676 1778
p 2 60 725 135 11497 1892
p 2 0 667 253 3994 1047
p 2 0 712 208 3972 1076
p 2 0 650 270 3778 989
p 2 0 688 232 3790 1017
p 2 0 643 277 3893 978
p 2 0 690 230 3913 1012
p 2 0 674 246 3973 992
p 2 0 708 212 4041 1024
p 2 0 660 260 3901 972
p 2 0 689 231 3951 995
p 2 0 663 257 4075 986
p 2 0 697 223 4194 1015
p 2 0 678 242 4195 996
p 2 1 706 213 4427 1035
p 2 0 675 245 4379 989
p 2 0 705 215 4244 1008
p 2 0 682 238 4444 1006
p 2 0 698 222 4615 1034
p 2 0 680 240 4488 1004
p 2 0 693 227 4407 1004
p 2 0 679 241 4467 1004
p 2 0 697 223 4387 1012
p 2 0 681 239 4416 1006
p 2 0 693 227 4479 1019
p 2 0 684 236 4361 1023
p 2 0 713 207 4394 1026
p 2 0 712 208 4419 1041
p 2 0 705 215 4264 1017
p 2 0 695 225 4326 1020
p 2 0 717 203 4595 1042
p 2 0 688 232 4373 1017
p 2 0 728 192 4542 1028
p 2 0 693 227 4569 1025
p 2 0 712 208 4478 1026
p 2 0 691 229 4467 1001
p 2 0 714 206 4748 1036
p 2 0 699 221 4542 1029
p 2 0 735 185 4609 1051
p 2 0 706 214 4702 1035
p 2 0 708 212 4721 1032
p 2 1 687 232 4900 1032
p 2 0 690 230 4770 1010
p 2 0 695 225 4694 1021
p 2 0 714 206 4831 1031
p 2 0 686 234 4782 1018
p 2 0 710 210 4743 1028
p 2 0 695 225 4870 1018
p 2 0 715 205 4852 1038
p 2 0 705 215 4799 1029
p 2 0 721 199 4963 1051
p 2 0 710 210 5059 1053
p 2 0 722 198 5029 1057
p 2 0 699 221 5142 1028
p 2 1 720 199 5240 1084
p 2 0 691 229 4968 1029
p 2 0 725 195 4981 1058
p 2 2 697 221 5235 1054
p 2 0 718 202 5157 1048
p 2 0 693 227 5048 1019
p 2 0 706 214 5281 1049
p 2 0 696 224 4975 1032
p 2 0 732 188 5115 1075
